Router Name,Country Code,Bandwidth (KB/s),Uptime (Hours),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit,FirstSeen,ASName,ASNumber,ConsensusBandwidth,OrAddress
nickesrelay4,SE,3940,120,193.11.112.167,193.11.112.167,9002,9032,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-07-25,SUNET SUNET Swedish University Network- SE,1653,19700,None
itl8,UA,3936,449,217.12.199.67,itl8.localdomain,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.0.4-rc on Linux,0,0,2016-02-09,ITLAS - UA,15626,11800,[2a02:27a8:0:2::6ec]:443
privtf,FR,3935,4943,195.154.96.14,fr.relay.priv.tf,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.6 on Linux,0,0,2016-08-17,AS12876 - FR,12876,19800,None
janschejbalScaleWy4,FR,3928,827,163.172.131.88,88-131-172-163.rev.cloud.scaleway.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-03-10,AS12876 - FR,12876,18700,[2001:bc8:4400:2100::2:1009]:443
coco,DE,3912,389,144.76.37.242,jackinpoint.net,8443,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.12 on Linux,0,0,2016-12-27,HETZNER-AS - DE,24940,11100,None
christianbro,FR,3906,2014,178.32.221.207,chrbro.10x.es,6069,6070,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2015-11-29,OVH- FR,16276,11100,[2001:41d0:8:e0cf::]:6069
KeepBeachCityWeird,NL,3905,2490,80.240.139.111,tor.idolf.dk,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2015-11-27,DIGITALOCEAN-ASN-1- EU,200130,9160,None
JaniTORsServer,DE,3901,335,85.31.186.253,85-31-186-253.blue.kundencontroller.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-01-28,ISPPRO-AS EUserv / KOS-Online / Keepfree- DE,35366,21700,None
mkultra,FR,3894,838,163.172.138.22,22-138-172-163.rev.cloud.scaleway.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-03-16,AS12876 - FR,12876,21200,[2001:bc8:4400:2100::1:3]:443
devseed4tor,DE,3890,32,5.189.150.139,devseed.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-08-21,CONTABO- DE,51167,24500,None
SurfingAOL,US,3883,90,104.236.141.156,104.236.141.156,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-11-23,DIGITALOCEAN-ASN - Digital Ocean- Inc.- US,14061,10600,None
prata,HU,3876,206,185.112.157.126,185.112.157.126,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-09-21,DOCLERWEB-AS - HU,47381,20800,None
bauruine201,FR,3875,269,62.210.137.230,tyr.tuxli.ch,8843,8888,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2014-04-14,AS12876- FR,12876,9060,[2001:bc8:31d3:100::1]:3443
Unnamed,FR,3872,169,91.121.82.25,91.121.82.25,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2013-03-11,OVH- FR,16276,15200,[2001:41d0:1:8719::1]:443
DarkFortress,NL,3869,551,185.181.8.21,185.181.8.21,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2017-02-12,BLIX - NO,50304,25300,None
DFRI5,SE,3860,1469,171.25.193.25,tor-exit5-readme.dfri.se,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.0.2-alpha on FreeBSD,0,0,2015-07-31,DFRI-AS- SE,198093,6360,[2001:67c:289c::25]:443
ididntdoitmortician,CH,3856,467,217.147.214.107,217.147.214.107,443,None,0,0,1,1,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-02-22,NEXELLENT-AS AS31424 is operated by:- CH,31424,25600,None
partain,LT,3849,7549,188.214.129.21,hst-188-214-129-21.balticservers.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-05-03,BALTICSERVERS1-AS - LT,16125,11000,None
wirelesspt,FR,3837,1026,37.187.239.8,8.ip-37-187-239.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2015-12-10,OVH- FR,16276,11400,[2001:41d0:52:cff::1fb]:9001
unicornio2,NL,3830,759,185.87.186.27,cheese.sesameh.de,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-05-20,PCEXTREME - NL,48635,27900,None
donaTor,FR,3826,13499,195.154.108.12,195-154-108-12.rev.poneytelecom.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-09-11,AS12876- FR,12876,17300,None
CatRelay,FR,3812,3702,195.154.92.70,195-154-92-70.rev.poneytelecom.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-06-14,AS12876- FR,12876,18800,None
driftwood,FR,3807,2277,163.172.139.145,145-139-172-163.rev.cloud.scaleway.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.12 on Linux,0,0,2014-09-04,AS12876- FR,12876,16100,None
AccessNow012,CH,3805,72,176.10.99.206,176.10.99.206,23,24,0,1,1,1,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2014-11-23,AS-SOFTPLUS- CH,51395,25500,None
askatasuna64,NL,3805,309,163.172.217.50,163-172-217-50.rev.poneytelecom.eu,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-08-29,AS12876- FR,12876,9220,None
tina,FR,3799,846,87.98.243.150,tina.limine.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.0.4-rc on Linux,0,0,2016-07-26,OVH- FR,16276,18300,None
fento,CH,3798,769,81.17.30.48,81.17.30.48,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2015-09-17,PLI-AS- CH,51852,9860,None
DeltaXYZ,NL,3796,768,51.15.36.164,node2.tor.angristan.xyz,9002,9031,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-11-01,AS12876- FR,12876,10500,[2001:bc8:4700:2300::4:905]:9002
Rhea,US,3791,99,104.131.11.214,104.131.11.214,8080,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-04-06,DIGITALOCEAN-ASN-NY3 - Digital Ocean- Inc.- US,393406,10400,None
Tornode,FR,3787,1090,92.222.115.28,92.222.115.28,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2017-01-21,OVH- FR,16276,19100,None
tabet,GB,3779,6196,94.31.53.203,cloud1794-2.nextpointhost.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-02-03,SORTA-HOSTING-AS- BG,199847,11900,None
masen,FR,3778,487,50.7.151.127,50.7.151.127,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-03-28,COGENT-174 - Cogent Communications- US,174,12500,None
goatrelay,FR,3769,376,178.32.222.125,thagoat.com,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2016-11-09,OVH- FR,16276,17400,None
amarao,FR,3767,177,163.172.160.182,182-160-172-163.rev.cloud.scaleway.com,9001,None,0,1,1,1,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2016-07-21,AS12876 - FR,12876,5900,None
torpidsFRdigicube,FR,3765,309,95.130.11.15,digi00067.digicube.fr,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.0.2-alpha on Linux,0,0,2014-10-24,DIGICUBE01- FR,196689,7410,None
chaoscomputerclub2,DE,3763,251,217.115.10.132,tor2.anonymizer.ccc.de,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.0.4-rc on Linux,0,0,2016-04-05,NETSIGN- DE,31078,12200,None
arachna,RO,3761,453,89.34.237.101,89.34.237.101,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2017-01-27,NETACTION - RO,25198,9480,None
KagamineLenVSRiser,FR,3761,588,195.154.107.23,195-154-107-23.rev.poneytelecom.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2015-04-15,AS12876- FR,12876,16500,[2001:bc8:3829:300::1]:443
jellystupids,NL,3760,285,188.226.152.109,188.226.152.109,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-04-29,DIGITALOCEAN-ASN-1 - EU,200130,17800,None
wubthecaptain1,FI,3759,646,80.221.152.17,dsl-olubrasgw1-50dd98-17.dhcp.inet.fi,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-01-01,TSF-IP-CORE http://www.teliasonera.com- looking-glass lg.sonera.net- FI,1759,14300,None
torrmk,FR,3757,2630,5.135.163.78,reichsmusikkammer.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-10-08,OVH - FR,16276,20400,None
ididnteditheconfig,NL,3740,4742,23.97.172.229,23.97.172.229,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.6.10 on Linux,0,0,2016-06-22,MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation- US,8075,40500,None
klo,AT,3738,3290,50.7.115.12,50.7.115.12,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-04-08,COGENT-174 - Cogent Communications- US,174,13400,None
darkstar,FR,3732,705,195.154.122.138,195-154-122-138.rev.poneytelecom.eu,1443,1080,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-09-18,AS12876 - FR,12876,14200,None
someTorNode,NL,3725,133,185.29.11.203,ip-11-203.dataclub.biz,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-03-30,DATACLUB-- NL,203557,13600,None
BensTorRelay,FR,3721,78,195.154.163.119,195-154-163-119.rev.poneytelecom.eu,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.8.12 on Linux,0,0,2017-02-09,AS12876 - FR,12876,23900,None
zwiubel,DE,3719,477,5.9.147.226,mail.wiuwiu.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-06-27,HETZNER-AS - DE,24940,11700,None
dreapernode1,DE,3715,777,5.9.88.74,static.74.88.9.5.clients.your-server.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-11-23,HETZNER-AS - DE,24940,14700,None
PsychoNinjaFox,US,3709,50,159.203.103.138,setzer.pelirrojo.ninja,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2015-11-20,DIGITALOCEAN-ASN-NY3 - Digital Ocean- Inc.- US,393406,15000,None
chiltern,DE,3684,6296,146.0.43.126,red.gold-mail.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-03-07,MYLOC-AS - DE,24961,15300,None
hostpro1,UA,3682,859,91.239.232.81,server68.hostpro1.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.0.4-rc on Linux,0,0,2016-01-31,HOSTPRO-AS- UA,196645,11100,None
0xbaddad,GB,3678,830,46.101.9.51,roof.rlogin.net,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2014-04-08,DIGITALOCEAN-ASN-2- GB,202109,21700,None
Gigi,US,3678,577,138.197.207.243,138.197.207.243,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-10-25,DIGITALOCEAN-ASN - Digital Ocean- Inc.- US,14061,11500,None
torpidsDEmyloc3,DE,3674,1796,89.163.224.187,ms186.moonshot.myloc.de,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.0.2-alpha on Linux,0,0,2014-05-09,MYLOC-AS- DE,24961,11100,None
torZilla,FR,3669,959,195.154.251.25,freeciv.nmte.ch,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2014-07-08,AS12876 - FR,12876,20700,None
Crows,GB,3663,2303,178.62.86.206,178.62.86.206,443,8080,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2015-02-11,DIGITALOCEAN-ASN-2- GB,202109,12900,None
sFtor4,DE,3663,627,88.99.31.186,tereshko.de,34746,None,0,0,1,1,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2016-11-25,HETZNER-AS - DE,24940,23600,None
hoFFy,DE,3645,442,217.160.15.247,mail.machinewithoutbrain.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-07-14,ONEANDONE-AS Brauerstrasse 48- DE,8560,23300,None
Tordis,NO,3644,673,37.123.133.148,h-133-148.a348.priv.bahnhof.no,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2017-02-07,BAHNHOF http://www.bahnhof.net/- SE,8473,9790,None
CatRelay,FR,3642,3702,195.154.97.163,195-154-97-163.rev.poneytelecom.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-06-14,AS12876- FR,12876,19600,None
powertoyou,ES,3642,277,83.40.125.13,13.red-83-40-125.dynamicip.rima-tde.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-11-27,TELEFONICA_DE_ESPANA- ES,3352,20300,None
torrelaytest01,FR,3638,1815,151.80.59.144,144.ip-151-80-59.eu,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.9 on Linux,0,0,2017-01-24,OVH- FR,16276,22000,None
scaletor,FR,3611,2887,212.47.229.2,tor3.terjan.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2015-09-03,AS12876- FR,12876,18600,[2001:bc8:4400:2100::f03]:9001
jahjah,US,3608,476,173.208.213.114,173.208.213.114,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-05-15,WII-KC - WholeSale Internet- Inc.- US,32097,11100,None
Freshman,FR,3603,816,37.187.111.205,ns327801.ip-37-187-111.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-02-07,OVH - FR,16276,24200,None
CDR,FR,3601,4059,5.135.155.121,ns3298990.ip-5-135-155.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-12-17,OVH- FR,16276,14500,None
TheDarkLord,IT,3597,1065,79.137.106.154,ip154.ip-79-137-106.eu,443,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.9 on Linux,0,0,2017-01-10,OVH- FR,16276,18100,None
Unnamed,DE,3597,652,45.76.84.24,45.76.84.24.vultr.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on OpenBSD,0,0,2017-01-19,AS-CHOOPA - Choopa- LLC- US,20473,27400,None
theOnionKnight01,DE,3595,2742,141.20.33.67,tor01.informatik.hu-berlin.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.11 on Linux,0,0,2015-06-30,DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.- DE,680,7410,None
Unnamed,NL,3595,665,51.15.61.3,3-61-15-51.rev.cloud.scaleway.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-02-08,AS12876 - FR,12876,20800,None
Unnamed,NO,3585,914,37.191.231.72,host-37-191-231-72.lynet.no,8443,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2017-01-08,LYNET-INTERNETT-AS- NO,57963,23600,None
rafATgra,FR,3582,1678,51.254.135.213,gra.2np.fr,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-12-16,OVH - FR,16276,11800,None
CatRelay,FR,3578,3702,195.154.81.108,195-154-81-108.rev.poneytelecom.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2015-11-29,AS12876- FR,12876,16000,None
torisbetterthantv,FR,3578,582,5.196.65.173,tor-is.better-than.tv,9055,9033,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-09-25,OVH - FR,16276,12600,[2001:41d0:a:f9ad::1]:9055
xchris95x,NL,3577,94,146.185.136.35,146.185.136.35,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2017-02-17,DIGITALOCEAN-ASN-1 - EU,200130,24800,None
CatRelay,FR,3576,3701,195.154.81.110,195-154-81-110.rev.poneytelecom.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2015-11-29,AS12876- FR,12876,21300,None
donaTor,FR,3575,11271,195.154.113.79,195-154-113-79.rev.poneytelecom.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-06-24,AS12876- FR,12876,16300,None
Tungurahua,FR,3574,453,212.47.240.189,tungurahua.tor.cool,443,8080,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-10-02,AS12876 - FR,12876,13500,None
AP3AMAC19,RU,3569,125,185.146.169.193,kgb.bugaga.su,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-06-30,CLOUDPRO- RU,203049,13600,None
SIGAINT3,CH,3567,1625,46.28.207.141,tor-relay3.sigaint.org,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on OpenBSD,0,0,2015-10-17,SOLARCOM- CH,197988,7340,None
EvilMoe,FR,3560,1376,37.187.102.108,tornode1.sblo.ch,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2013-10-05,OVH- FR,16276,11900,[2001:41d0:a:266c::1]:443
drachenklaue,DE,3557,225,148.251.50.74,alexdpsg.net,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2015-02-27,HETZNER-AS- DE,24940,23500,[2a01:4f8:202:1049::2]:9001
CatRelay,DE,3556,1533,5.199.142.112,doesnotexi.st,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2015-09-18,MYLOC-AS- DE,24961,10300,None
pusith,DE,3553,992,88.99.21.171,static.88-99-21-171.clients.your-server.de,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-11-15,HETZNER-AS- DE,24940,7400,None
AllquanTor,DE,3549,2686,89.163.224.212,ms211.moonshot.fastwebserver.de,443,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.7-rc on Linux,0,0,2015-03-02,MYLOC-AS- DE,24961,10900,None
Unnamed,FR,3549,160,151.80.37.145,ns3003862.ip-151-80-37.eu,443,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2015-12-20,OVH- FR,16276,13400,None
raincat,DE,3546,402,136.243.70.199,static.199.70.243.136.clients.your-server.de,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2015-11-27,HETZNER-AS- DE,24940,13400,None
nickesrelay3,SE,3545,120,193.11.112.167,193.11.112.167,9001,9031,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-07-25,SUNET SUNET Swedish University Network- SE,1653,22700,None
bennobaksteen,FR,3543,9893,37.187.115.47,37.187.115.47,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2014-09-29,OVH- FR,16276,11200,None
isthistherealworld,CH,3540,78,212.51.147.237,x2a.ch,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-11-14,INIT7 - CH,13030,18100,None
eddardstark,PL,3538,1262,188.165.19.61,ip61.ip-188-165-19.eu,443,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.9 on Linux,0,0,2016-07-27,OVH - FR,16276,18800,None
DiePARTEI,DE,3534,776,144.76.6.199,die-partei-reutlingen.de,9123,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-01-23,HETZNER-AS- DE,24940,15100,None
dobbo,DK,3525,1967,185.15.72.62,qp12.dk,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.8.12 on Linux,0,0,2016-01-30,HIPER- DK,203953,18800,None
mrshuTor01,CZ,3523,496,31.31.73.222,auth.xlc-team.info,9002,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-08-21,WEDOS- CZ,197019,14200,None
prospero1,FR,3523,195,46.105.84.178,nat04.br0.fr,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-01-01,OVH- FR,16276,15500,[2001:470:ccfc:102::2]:9001
torpidsDEisppro2,DE,3519,1798,81.7.10.251,81.7.10.251,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.0.2-alpha on Linux,0,0,2014-10-23,ISPPRO-AS EUserv / KOS-Online / Keepfree- DE,35366,11700,[2a02:180:1:1::517:afb]:993
tigerente,DE,3515,1301,81.30.158.144,tigerente.duckdns.org,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.8.10 on Linux,0,0,2016-12-05,MYLOC-AS - DE,24961,3320,None
MXA02,DE,3511,609,185.11.138.182,185.11.138.182,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2017-03-14,AS48823 - DE,48823,26900,None
Janky380201,FR,3505,2089,5.196.71.24,ns380201.janky.solutions,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-04-05,OVH- FR,16276,11100,[2001:41d0:e:418::1]:9001
LeFleur42,FR,3502,2501,37.187.104.178,ks3374788.kimsufi.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-12-26,OVH - FR,16276,11500,None
yoctoMCLgg,FR,3501,1177,37.187.180.18,yocto.mcl.gg,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2015-08-01,OVH- FR,16276,13900,None
StarGAYed,DE,3497,811,89.22.100.64,89.22.100.64,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-03-07,PROVIDERBOX IPv4 & IPv6 DUS1- DE,45031,24700,None
Quintex6,US,3486,714,199.249.223.75,199.249.223.75,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.0.4-rc on Linux,0,0,2016-09-17,QUINTEX - Quintex Alliance Consulting- US,62744,9760,None
Blazer218,DE,3477,835,144.76.92.176,hub.cjdns.io,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-06-19,HETZNER-AS- DE,24940,15100,None
Garak,NL,3467,21,51.15.44.54,54-44-15-51.rev.cloud.scaleway.com,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2016-11-14,AS12876- FR,12876,15600,None
conti,DE,3459,584,5.189.133.245,ruhrpott.me,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.0.3-alpha on FreeBSD,0,0,2016-02-18,CONTABO - DE,51167,17200,None
watchme,FR,3457,49,62.210.81.52,s89-paris.cloud-center.ro,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.9 on OpenBSD,0,0,2015-06-27,AS12876 - FR,12876,13200,None
Digitalcourage3ip1,DE,3446,268,31.185.104.19,tor-exit-relay.anonymizing-proxy.digitalcourage.de,443,80,0,1,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-05-27,NBISERV-AS - DE,43847,5270,None
Artikel5ev6,US,3439,788,173.212.206.230,this-is-a-tor-node---6.artikel5ev.de,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-03-05,CONTABO - DE,51167,22600,None
jwon,CA,3437,260,149.56.12.78,78.ip-149-56-12.net,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-04-05,OVH- FR,16276,10900,None
twonion2,FR,3434,814,195.154.82.180,195-154-82-180.rev.poneytelecom.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2015-03-31,AS12876- FR,12876,11400,None
Totonicapanp5,FR,3430,2003,163.172.14.221,p5.ikarios.com,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2015-12-25,AS12876- FR,12876,26000,None
0x0143,LV,3429,1279,185.61.148.199,185.61.148.199,9040,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-01-03,MAKONIX- LV,52173,10300,None
GermanGuys,FR,3428,3290,163.172.185.132,132-185-172-163.rev.cloud.scaleway.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-11-23,AS12876 - FR,12876,17700,None
vtyulb,FR,3424,1253,37.187.108.80,ns326784.ip-37-187-108.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2015-01-27,OVH- FR,16276,14400,None
petal,ES,3422,948,164.132.249.244,ip244.ip-164-132-249.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.9 on Linux,0,0,2016-09-26,OVH - FR,16276,7740,None
Unnamed,GB,3417,652,45.76.134.159,45.76.134.159.vultr.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on OpenBSD,0,0,2017-01-19,AS-CHOOPA - Choopa- LLC- US,20473,16700,None
dockertorc043f6,FR,3416,128,212.47.233.33,33-233-47-212.rev.cloud.scaleway.com,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.8.9 on Linux,0,0,2016-10-25,AS12876 - FR,12876,18700,None
AnotherTorRelay,FR,3414,3802,5.135.162.49,ns3310657.ip-5-135-162.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2015-09-23,OVH- FR,16276,10700,None
ickwesjanet,DE,3414,713,176.9.102.35,bauregger.org,9001,None,0,0,1,1,0,1,1,1,0,Tor 0.2.9.10 on Linux,0,0,2016-12-10,HETZNER-AS - DE,24940,24600,None
CalyxInstitute14,US,3409,648,162.247.72.201,kunstler.tor-exit.calyxinstitute.org,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.0.4-rc on Linux,0,0,2014-12-23,CALYX-AS - The Calyx Institute- US,4224,8780,None
apostate,NL,3404,485,51.15.62.130,130-62-15-51.rev.cloud.scaleway.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2017-02-08,AS12876 - FR,12876,22100,None
humanrights,DE,3395,803,89.163.141.116,89.163.141.116,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.10 on Linux,0,0,2016-08-17,MYLOC-AS - DE,24961,14600,None
spying,NL,3392,1821,37.230.119.37,tuadre.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2015-12-04,ISPSYSTEM-AS ISPsystem Autonomous System- LU,29182,10200,None
